timestamp,temperature,pH,DO
2024-01-02 04:03:00,23.92,7.53,6.42
2024-01-02 04:04:00,22.72,7.48,6.57
2024-01-02 04:05:00,24.61,7.72,6.93
2024-01-02 04:06:00,23.29,7.44,6.52
2024-01-02 04:07:00,23.82,7.19,6.53
2024-01-02 04:08:00,23.89,7.5,6.62
2024-01-02 04:09:00,23.46,7.18,6.37
2024-01-02 04:10:00,24.13,7.0,6.54
2024-01-02 04:11:00,23.28,7.72,7.06
2024-01-02 04:12:00,24.36,7.67,6.46
2024-01-02 04:13:00,22.58,7.64,6.48
2024-01-02 04:14:00,23.76,7.89,6.48
2024-01-02 04:15:00,25.21,7.3,7.15
2024-01-02 04:16:00,22.86,7.07,5.95
2024-01-02 04:17:00,23.12,7.48,7.39
2024-01-02 04:18:00,24.07,7.4,5.91
2024-01-02 04:19:00,23.8,7.25,6.17
2024-01-02 04:20:00,23.94,7.48,6.87
2024-01-02 04:21:00,24.05,7.32,7.02
2024-01-02 04:22:00,24.17,7.0,5.8
2024-01-02 04:23:00,24.55,7.37,5.95
2024-01-02 04:24:00,23.99,7.16,6.64
2024-01-02 04:25:00,23.47,7.57,7.67
2024-01-02 04:26:00,24.2,7.3,7.12
2024-01-02 04:27:00,25.18,7.83,6.38
2024-01-02 04:28:00,23.55,7.98,5.29
2024-01-02 04:29:00,22.88,7.7,6.54
2024-01-02 04:30:00,24.54,7.03,6.68
2024-01-02 04:31:00,23.56,7.95,6.31
2024-01-02 04:32:00,22.0,7.97,6.07
2024-01-02 04:33:00,24.34,7.51,6.58
2024-01-02 04:34:00,23.23,7.9,6.03
2024-01-02 04:35:00,23.58,7.33,7.44
2024-01-02 04:36:00,23.92,7.0,7.26
2024-01-02 04:37:00,23.81,7.27,6.83
2024-01-02 04:38:00,24.22,8.02,6.54
2024-01-02 04:39:00,23.31,7.05,6.17
2024-01-02 04:40:00,24.07,7.5,6.49
2024-01-02 04:41:00,23.45,7.51,7.32
2024-01-02 04:42:00,24.25,7.35,6.93
2024-01-02 04:43:00,24.15,7.37,6.6
2024-01-02 04:44:00,22.91,7.52,6.96
2024-01-02 04:45:00,24.52,7.33,6.77
2024-01-02 04:46:00,23.23,7.07,6.7
2024-01-02 04:47:00,24.3,7.56,6.99
2024-01-02 04:48:00,23.95,7.82,6.76
2024-01-02 04:49:00,25.12,7.76,6.93
2024-01-02 04:50:00,23.48,7.26,6.58
2024-01-02 04:51:00,23.37,7.12,6.37
2024-01-02 04:52:00,23.64,7.41,6.23
2024-01-02 04:53:00,23.41,7.97,6.17
2024-01-02 04:54:00,24.29,7.69,5.7
2024-01-02 04:55:00,22.36,7.71,6.04
2024-01-02 04:56:00,22.81,7.77,6.03
2024-01-02 04:57:00,22.8,7.63,6.25
2024-01-02 04:58:00,24.41,7.54,7.28
2024-01-02 04:59:00,25.02,7.7,6.42
2024-01-02 05:00:00,23.57,7.34,6.62
2024-01-02 05:01:00,23.52,7.08,6.64
2024-01-02 05:02:00,23.71,7.72,7.29
2024-01-02 05:03:00,24.58,7.87,6.21
2024-01-02 05:04:00,22.91,7.16,6.39
2024-01-02 05:05:00,23.84,7.75,6.45
2024-01-02 05:06:00,24.43,8.0,7.07
2024-01-02 05:07:00,24.05,7.5,7.17
2024-01-02 05:08:00,23.8,7.25,6.74
2024-01-02 05:09:00,24.45,7.54,7.12
2024-01-02 05:10:00,22.0,7.33,6.59
2024-01-02 05:11:00,24.19,7.31,6.41
2024-01-02 05:12:00,23.13,7.63,7.09
2024-01-02 05:13:00,22.18,7.02,6.74
2024-01-02 05:14:00,24.06,7.07,6.13
2024-01-02 05:15:00,24.75,7.51,7.0
2024-01-02 05:16:00,23.54,7.49,6.4
2024-01-02 05:17:00,24.41,7.6,6.33
2024-01-02 05:18:00,24.94,8.06,6.95
2024-01-02 05:19:00,24.7,7.53,6.46
2024-01-02 05:20:00,24.96,7.68,6.69
2024-01-02 05:21:00,24.24,7.21,6.83
2024-01-02 05:22:00,23.71,7.73,6.11
2024-01-02 05:23:00,22.37,7.34,6.69
2024-01-02 05:24:00,23.45,7.52,7.17
2024-01-02 05:25:00,22.97,7.47,6.02
2024-01-02 05:26:00,25.38,7.81,6.72
2024-01-02 05:27:00,23.51,7.11,6.09
2024-01-02 05:28:00,23.74,7.0,7.01
2024-01-02 05:29:00,24.09,7.44,7.01
2024-01-02 05:30:00,23.68,7.64,6.32
2024-01-02 05:31:00,25.0,7.55,7.6
2024-01-02 05:32:00,23.15,7.87,7.05
2024-01-02 05:33:00,23.8,7.63,6.85
2024-01-02 05:34:00,23.05,7.33,6.83
2024-01-02 05:35:00,22.59,7.0,6.99
2024-01-02 05:36:00,23.16,7.43,6.0
2024-01-02 05:37:00,23.61,7.81,6.6
2024-01-02 05:38:00,23.3,7.38,6.69
2024-01-02 05:39:00,23.09,7.51,6.3
2024-01-02 05:40:00,22.52,7.63,6.73
2024-01-02 05:41:00,23.58,7.2,7.12
2024-01-02 05:42:00,22.44,7.69,6.29
2024-01-02 05:43:00,24.25,7.99,6.47
2024-01-02 05:44:00,23.71,7.45,6.09
2024-01-02 05:45:00,22.48,7.16,5.61
2024-01-02 05:46:00,23.4,7.48,6.89
2024-01-02 05:47:00,23.04,7.0,6.49
2024-01-02 05:48:00,23.9,7.6,6.52
2024-01-02 05:49:00,24.71,7.64,6.01
2024-01-02 05:50:00,22.14,8.0,6.41
2024-01-02 05:51:00,23.73,7.44,7.05
2024-01-02 05:52:00,23.51,7.62,6.5
2024-01-02 05:53:00,24.18,7.24,6.51
2024-01-02 05:54:00,23.81,7.39,6.6
2024-01-02 05:55:00,23.04,7.04,5.88
2024-01-02 05:56:00,23.39,7.44,6.81
2024-01-02 05:57:00,23.0,7.41,5.87
2024-01-02 05:58:00,24.5,7.59,6.03
2024-01-02 05:59:00,23.66,7.31,5.98
2024-01-02 06:00:00,25.16,7.53,6.41
2024-01-02 06:01:00,23.59,7.4,6.32
2024-01-02 06:02:00,23.07,7.4,6.5
2024-01-02 06:03:00,22.43,7.52,6.05
2024-01-02 06:04:00,22.2,7.51,7.0
2024-01-02 06:05:00,22.37,7.73,6.92
2024-01-02 06:06:00,23.85,7.46,6.41
2024-01-02 06:07:00,24.05,7.4,6.26
2024-01-02 06:08:00,22.37,7.45,6.21
2024-01-02 06:09:00,24.35,7.29,6.34
2024-01-02 06:10:00,23.25,7.39,5.8
2024-01-02 06:11:00,23.76,8.11,6.02
2024-01-02 06:12:00,24.93,7.23,6.93
2024-01-02 06:13:00,24.35,7.42,6.65
2024-01-02 06:14:00,23.42,7.38,7.32
2024-01-02 06:15:00,22.92,7.43,6.35
2024-01-02 06:16:00,22.0,7.4,6.32
2024-01-02 06:17:00,23.06,7.58,6.3
2024-01-02 06:18:00,23.47,7.0,6.34
2024-01-02 06:19:00,22.85,7.81,6.17
2024-01-02 06:20:00,23.53,7.69,6.64
2024-01-02 06:21:00,23.7,7.13,6.51
2024-01-02 06:22:00,23.46,7.0,6.25
2024-01-02 06:23:00,23.12,7.21,7.13
2024-01-02 06:24:00,23.77,7.43,7.45
2024-01-02 06:25:00,23.99,8.27,7.08
2024-01-02 06:26:00,22.76,7.66,6.78
2024-01-02 06:27:00,24.76,7.0,6.88
2024-01-02 06:28:00,23.56,7.29,7.43
2024-01-02 06:29:00,23.65,7.48,6.88
2024-01-02 06:30:00,24.2,7.58,6.21
2024-01-02 06:31:00,23.82,7.11,6.7
2024-01-02 06:32:00,24.4,7.46,6.81
2024-01-02 06:33:00,23.86,7.28,6.0
2024-01-02 06:34:00,23.14,7.17,6.36
2024-01-02 06:35:00,23.92,7.58,7.05
2024-01-02 06:36:00,22.72,7.73,5.59
2024-01-02 06:37:00,23.72,7.75,5.87
2024-01-02 06:38:00,23.61,7.67,6.41
2024-01-02 06:39:00,23.47,7.35,6.68
2024-01-02 06:40:00,23.53,7.71,5.82
2024-01-02 06:41:00,22.13,7.59,6.44
2024-01-02 06:42:00,23.19,7.54,7.08
2024-01-02 06:43:00,23.71,7.32,6.53
2024-01-02 06:44:00,23.76,7.35,6.97
2024-01-02 06:45:00,22.81,7.52,6.2
2024-01-02 06:46:00,24.64,8.23,6.1
2024-01-02 06:47:00,22.94,7.59,6.92
2024-01-02 06:48:00,24.41,7.32,6.68
2024-01-02 06:49:00,23.97,7.25,5.91
2024-01-02 06:50:00,23.11,7.35,6.1
2024-01-02 06:51:00,25.05,8.15,7.28
2024-01-02 06:52:00,22.67,7.38,6.04
2024-01-02 06:53:00,24.36,7.77,6.97
2024-01-02 06:54:00,24.43,7.39,6.26
2024-01-02 06:55:00,23.09,7.58,6.5
2024-01-02 06:56:00,24.74,7.74,6.65
2024-01-02 06:57:00,23.43,7.33,5.45
2024-01-02 06:58:00,23.86,7.31,5.77
2024-01-02 06:59:00,23.84,8.0,6.54
2024-01-02 07:00:00,27.02,7.8,6.14
2024-01-02 07:01:00,27.78,7.74,7.0
2024-01-02 07:02:00,27.76,7.74,5.7
2024-01-02 07:03:00,25.73,7.64,6.78
2024-01-02 07:04:00,28.17,8.11,5.81
2024-01-02 07:05:00,25.8,7.51,6.32
2024-01-02 07:06:00,27.95,7.67,5.97
2024-01-02 07:07:00,28.03,7.06,7.45
2024-01-02 07:08:00,26.25,7.25,5.83
2024-01-02 07:09:00,26.8,7.14,6.44
2024-01-02 07:10:00,26.24,7.88,5.64
2024-01-02 07:11:00,26.95,7.0,7.3
2024-01-02 07:12:00,26.88,7.38,6.7
2024-01-02 07:13:00,27.75,7.0,6.57
2024-01-02 07:14:00,28.17,7.25,7.24
2024-01-02 07:15:00,28.24,7.35,6.57
2024-01-02 07:16:00,26.68,7.92,6.61
2024-01-02 07:17:00,26.96,7.62,6.57
2024-01-02 07:18:00,25.78,7.25,6.78
2024-01-02 07:19:00,26.48,7.82,6.25
2024-01-02 07:20:00,27.9,7.51,6.39
2024-01-02 07:21:00,28.42,7.51,6.91
2024-01-02 07:22:00,26.14,7.14,6.64
2024-01-02 07:23:00,26.65,7.2,6.44
2024-01-02 07:24:00,27.1,7.25,5.8
2024-01-02 07:25:00,27.35,7.51,7.25
2024-01-02 07:26:00,26.48,7.52,6.17
2024-01-02 07:27:00,27.46,7.96,6.99
2024-01-02 07:28:00,26.74,7.62,6.59
2024-01-02 07:29:00,27.11,7.0,5.85
2024-01-02 07:30:00,27.56,7.58,7.13
2024-01-02 07:31:00,27.13,7.06,6.63
2024-01-02 07:32:00,26.77,7.21,7.17
2024-01-02 07:33:00,27.03,7.26,6.41
2024-01-02 07:34:00,27.05,7.3,6.85
2024-01-02 07:35:00,26.82,7.09,5.62
2024-01-02 07:36:00,26.91,7.56,6.25
2024-01-02 07:37:00,28.4,7.08,5.86
2024-01-02 07:38:00,27.57,7.61,6.31
2024-01-02 07:39:00,26.88,8.17,6.74
2024-01-02 07:40:00,27.68,7.1,6.2
2024-01-02 07:41:00,26.85,7.41,6.93
2024-01-02 07:42:00,28.06,7.0,6.07
2024-01-02 07:43:00,27.42,7.41,6.94
2024-01-02 07:44:00,27.03,7.69,7.15
2024-01-02 07:45:00,27.48,7.72,7.01
2024-01-02 07:46:00,25.86,7.52,6.33
2024-01-02 07:47:00,26.22,7.77,5.44
2024-01-02 07:48:00,26.16,8.26,6.79
2024-01-02 07:49:00,27.23,8.01,6.44
2024-01-02 07:50:00,28.5,7.34,6.01
2024-01-02 07:51:00,28.9,7.06,6.22
2024-01-02 07:52:00,27.63,7.38,7.22
2024-01-02 07:53:00,27.52,7.22,5.93
2024-01-02 07:54:00,25.68,7.64,6.73
2024-01-02 07:55:00,26.68,7.15,6.61
2024-01-02 07:56:00,26.49,7.48,6.32
2024-01-02 07:57:00,26.62,7.75,6.82
2024-01-02 07:58:00,26.98,7.47,7.32
2024-01-02 07:59:00,26.74,7.22,6.35
2024-01-02 08:00:00,25.53,7.85,6.38
2024-01-02 08:01:00,27.71,7.0,6.81
2024-01-02 08:02:00,26.26,7.4,6.96
2024-01-02 08:03:00,27.31,7.49,6.44
2024-01-02 08:04:00,28.77,7.5,6.35
2024-01-02 08:05:00,26.38,7.55,5.39
2024-01-02 08:06:00,25.09,7.68,6.11
2024-01-02 08:07:00,26.89,7.49,5.93
2024-01-02 08:08:00,28.0,7.39,6.84
2024-01-02 08:09:00,28.68,7.38,6.38
2024-01-02 08:10:00,26.13,7.32,6.36
2024-01-02 08:11:00,27.51,7.74,6.5
2024-01-02 08:12:00,26.74,7.31,6.06
2024-01-02 08:13:00,27.03,7.75,7.28
2024-01-02 08:14:00,29.23,7.51,7.15
2024-01-02 08:15:00,25.91,7.34,7.31
2024-01-02 08:16:00,27.32,7.69,6.84
2024-01-02 08:17:00,27.49,7.28,6.49
2024-01-02 08:18:00,27.98,7.69,7.31
2024-01-02 08:19:00,27.19,7.56,6.16
2024-01-02 08:20:00,27.36,7.32,6.06
2024-01-02 08:21:00,26.8,7.66,6.2
2024-01-02 08:22:00,27.33,7.66,6.76
2024-01-02 08:23:00,26.84,7.85,6.12
2024-01-02 08:24:00,27.61,7.79,6.42
2024-01-02 08:25:00,26.82,7.65,5.7
2024-01-02 08:26:00,27.41,7.16,6.74
2024-01-02 08:27:00,27.09,8.23,5.74
2024-01-02 08:28:00,28.01,7.08,6.03
2024-01-02 08:29:00,27.07,7.78,7.11
2024-01-02 08:30:00,25.69,7.63,7.09
2024-01-02 08:31:00,28.12,7.15,6.69
2024-01-02 08:32:00,26.39,7.46,6.64
2024-01-02 08:33:00,26.59,7.48,6.23
2024-01-02 08:34:00,26.63,7.89,6.11
2024-01-02 08:35:00,28.21,7.29,6.32
2024-01-02 08:36:00,25.4,7.42,5.74
2024-01-02 08:37:00,29.62,7.0,6.63
2024-01-02 08:38:00,27.95,8.02,6.52
2024-01-02 08:39:00,27.29,7.18,6.03
2024-01-02 08:40:00,27.06,7.6,7.28
2024-01-02 08:41:00,27.34,7.47,6.8
2024-01-02 08:42:00,27.52,7.47,6.85
2024-01-02 08:43:00,27.62,7.74,6.26
2024-01-02 08:44:00,27.55,8.0,6.5
2024-01-02 08:45:00,27.18,7.58,6.81
2024-01-02 08:46:00,26.95,7.7,6.58
2024-01-02 08:47:00,26.99,7.6,7.3
2024-01-02 08:48:00,26.95,7.81,6.4
2024-01-02 08:49:00,28.01,7.36,6.25
2024-01-02 08:50:00,27.58,7.82,6.82
2024-01-02 08:51:00,24.75,7.83,5.87
2024-01-02 08:52:00,27.63,7.82,6.96
2024-01-02 08:53:00,27.26,7.3,5.85
2024-01-02 08:54:00,27.09,7.45,6.82
2024-01-02 08:55:00,26.79,7.57,6.18
2024-01-02 08:56:00,28.0,7.09,6.74
2024-01-02 08:57:00,27.86,7.98,6.95
2024-01-02 08:58:00,26.49,7.5,6.58
2024-01-02 08:59:00,27.43,7.59,5.9
2024-01-02 09:00:00,26.33,7.33,6.05
2024-01-02 09:01:00,26.0,7.1,6.14
2024-01-02 09:02:00,26.6,7.32,5.55
2024-01-02 09:03:00,27.79,7.57,7.06
2024-01-02 09:04:00,27.87,7.7,6.56
2024-01-02 09:05:00,27.51,7.55,5.93
2024-01-02 09:06:00,27.68,7.6,7.23
2024-01-02 09:07:00,27.52,7.4,6.15
2024-01-02 09:08:00,26.59,7.65,6.63
2024-01-02 09:09:00,27.45,7.94,6.09
2024-01-02 09:10:00,27.74,7.71,5.49
2024-01-02 09:11:00,27.71,7.74,5.82
2024-01-02 09:12:00,28.05,7.59,6.28
2024-01-02 09:13:00,27.67,7.05,6.95
2024-01-02 09:14:00,27.38,7.19,6.67
2024-01-02 09:15:00,27.96,7.64,6.57
2024-01-02 09:16:00,27.08,7.5,5.49
2024-01-02 09:17:00,26.4,7.63,7.14
2024-01-02 09:18:00,26.97,8.0,6.61
2024-01-02 09:19:00,26.5,7.72,6.44
2024-01-02 09:20:00,26.56,7.88,7.07
2024-01-02 09:21:00,26.98,7.53,7.12
2024-01-02 09:22:00,26.47,7.26,7.08
2024-01-02 09:23:00,26.85,7.48,6.38
2024-01-02 09:24:00,25.58,7.26,6.0
2024-01-02 09:25:00,27.27,7.97,6.99
2024-01-02 09:26:00,27.1,7.74,5.82
2024-01-02 09:27:00,26.44,7.66,7.47
2024-01-02 09:28:00,27.63,7.87,6.51
2024-01-02 09:29:00,27.85,7.0,5.97
2024-01-02 09:30:00,25.81,7.68,5.88
2024-01-02 09:31:00,26.49,7.11,5.86
2024-01-02 09:32:00,26.48,7.5,6.57
2024-01-02 09:33:00,26.35,7.41,6.5
2024-01-02 09:34:00,27.76,7.7,5.88
2024-01-02 09:35:00,26.94,7.57,6.32
2024-01-02 09:36:00,26.89,7.9,5.82
2024-01-02 09:37:00,25.49,7.32,6.79
2024-01-02 09:38:00,27.6,7.71,6.47
2024-01-02 09:39:00,26.1,7.55,6.31
2024-01-02 09:40:00,27.14,7.01,5.86
2024-01-02 09:41:00,27.32,7.22,6.35
2024-01-02 09:42:00,28.18,7.46,6.29
2024-01-02 09:43:00,26.05,7.83,6.66
2024-01-02 09:44:00,24.68,7.64,6.58
2024-01-02 09:45:00,27.24,7.15,6.9
2024-01-02 09:46:00,28.54,7.46,6.26
2024-01-02 09:47:00,28.09,8.11,5.57
2024-01-02 09:48:00,27.26,7.53,7.0
2024-01-02 09:49:00,26.7,7.4,6.03
2024-01-02 09:50:00,27.74,7.65,5.95
2024-01-02 09:51:00,26.31,7.73,6.48
2024-01-02 09:52:00,27.47,7.36,6.65
2024-01-02 09:53:00,27.5,7.65,6.23
2024-01-02 09:54:00,27.94,7.4,6.23
2024-01-02 09:55:00,29.3,7.72,6.3
2024-01-02 09:56:00,27.41,7.55,7.21
2024-01-02 09:57:00,26.69,7.64,6.5
2024-01-02 09:58:00,27.07,7.27,6.02
2024-01-02 09:59:00,25.68,7.25,6.02
2024-01-02 10:00:00,26.54,7.78,6.37
2024-01-02 10:01:00,26.76,7.48,6.62
2024-01-02 10:02:00,26.67,7.59,6.74
2024-01-02 10:03:00,27.21,7.41,6.56
2024-01-02 10:04:00,26.43,7.77,6.08
2024-01-02 10:05:00,27.99,7.32,6.29
2024-01-02 10:06:00,27.09,7.46,6.87
2024-01-02 10:07:00,27.08,7.74,5.93
2024-01-02 10:08:00,26.83,7.85,6.27
2024-01-02 10:09:00,27.21,7.34,6.8
2024-01-02 10:10:00,27.75,8.09,6.94
2024-01-02 10:11:00,26.4,7.59,6.4
2024-01-02 10:12:00,26.56,7.19,6.29
2024-01-02 10:13:00,26.85,7.61,5.84
2024-01-02 10:14:00,26.01,7.39,6.76
2024-01-02 10:15:00,26.43,7.63,7.16
2024-01-02 10:16:00,26.71,7.49,7.78
2024-01-02 10:17:00,27.79,7.52,6.69
2024-01-02 10:18:00,27.3,7.23,6.47
2024-01-02 10:19:00,27.24,7.8,6.04
2024-01-02 10:20:00,27.77,7.15,5.56
2024-01-02 10:21:00,26.98,7.17,6.59
2024-01-02 10:22:00,27.4,7.61,7.68
2024-01-02 10:23:00,27.0,7.98,7.14
2024-01-02 10:24:00,27.3,7.39,7.06
2024-01-02 10:25:00,26.62,7.71,6.62
2024-01-02 10:26:00,25.14,7.82,6.68
2024-01-02 10:27:00,26.98,7.74,5.29
2024-01-02 10:28:00,28.22,7.41,6.88
2024-01-02 10:29:00,27.83,7.17,6.21
2024-01-02 10:30:00,27.86,7.0,6.15
2024-01-02 10:31:00,28.07,7.42,6.34
2024-01-02 10:32:00,27.16,7.85,6.32
2024-01-02 10:33:00,27.24,7.16,6.14
2024-01-02 10:34:00,26.59,7.71,6.51
2024-01-02 10:35:00,26.83,7.21,6.22
2024-01-02 10:36:00,27.58,7.53,6.55
2024-01-02 10:37:00,28.05,7.71,5.76
2024-01-02 10:38:00,26.97,7.3,6.39
2024-01-02 10:39:00,26.72,7.55,5.95
2024-01-02 10:40:00,27.08,7.38,6.18
2024-01-02 10:41:00,27.56,7.71,6.57
2024-01-02 10:42:00,25.93,7.57,5.7
2024-01-02 10:43:00,25.25,7.52,6.09
2024-01-02 10:44:00,26.64,7.97,6.78
2024-01-02 10:45:00,26.11,7.7,5.79
2024-01-02 10:46:00,26.68,7.29,7.39
2024-01-02 10:47:00,26.96,7.47,7.1
2024-01-02 10:48:00,26.72,7.48,6.25
2024-01-02 10:49:00,28.24,7.52,6.11
2024-01-02 10:50:00,27.34,8.26,6.6
2024-01-02 10:51:00,27.32,7.61,5.78
2024-01-02 10:52:00,27.58,7.0,5.5
2024-01-02 10:53:00,26.17,7.34,6.27
2024-01-02 10:54:00,27.91,7.0,6.43
2024-01-02 10:55:00,27.02,7.4,6.55
2024-01-02 10:56:00,27.62,7.0,6.19
2024-01-02 10:57:00,26.22,7.24,7.14
2024-01-02 10:58:00,25.84,7.04,5.75
2024-01-02 10:59:00,27.73,7.62,5.93
2024-01-02 11:00:00,27.38,7.5,6.74
2024-01-02 11:01:00,26.36,7.59,5.92
2024-01-02 11:02:00,26.38,7.47,5.9
2024-01-02 11:03:00,27.98,7.08,6.56
2024-01-02 11:04:00,26.13,7.65,5.97
2024-01-02 11:05:00,28.39,8.08,6.43
2024-01-02 11:06:00,26.36,7.62,6.15
2024-01-02 11:07:00,27.59,7.37,6.07
2024-01-02 11:08:00,26.82,7.07,5.45
2024-01-02 11:09:00,27.56,7.23,6.57
2024-01-02 11:10:00,26.64,7.64,5.88
2024-01-02 11:11:00,26.95,7.82,6.42
2024-01-02 11:12:00,27.11,7.58,6.24
2024-01-02 11:13:00,26.28,7.74,6.4
2024-01-02 11:14:00,27.67,7.71,6.43
2024-01-02 11:15:00,26.67,7.65,6.6
2024-01-02 11:16:00,26.89,7.3,6.14
2024-01-02 11:17:00,26.28,7.55,7.12
2024-01-02 11:18:00,25.03,7.25,5.58
2024-01-02 11:19:00,26.92,7.51,6.39
2024-01-02 11:20:00,29.01,7.6,6.92
2024-01-02 11:21:00,27.7,8.0,6.74
2024-01-02 11:22:00,27.06,7.11,6.01
2024-01-02 11:23:00,26.87,7.64,6.1
2024-01-02 11:24:00,27.09,7.94,6.0
2024-01-02 11:25:00,27.51,7.73,6.8
2024-01-02 11:26:00,26.13,7.75,6.13
2024-01-02 11:27:00,27.97,7.68,6.63
2024-01-02 11:28:00,27.65,7.89,6.63
2024-01-02 11:29:00,27.65,7.17,7.68
2024-01-02 11:30:00,27.42,7.08,6.66
2024-01-02 11:31:00,27.09,7.5,6.09
2024-01-02 11:32:00,27.61,7.0,5.77
2024-01-02 11:33:00,27.55,7.87,6.36
2024-01-02 11:34:00,26.79,7.87,6.44
2024-01-02 11:35:00,26.61,7.37,5.39
2024-01-02 11:36:00,27.15,7.39,6.14
2024-01-02 11:37:00,28.31,7.48,6.65
2024-01-02 11:38:00,26.08,7.52,6.23
2024-01-02 11:39:00,25.9,7.54,6.98
2024-01-02 11:40:00,27.2,7.67,5.72
2024-01-02 11:41:00,27.11,7.45,6.84
2024-01-02 11:42:00,27.21,7.78,6.96
2024-01-02 11:43:00,27.27,7.63,6.98
2024-01-02 11:44:00,26.89,7.32,5.72
2024-01-02 11:45:00,28.26,7.9,6.66
2024-01-02 11:46:00,25.79,7.09,6.17
2024-01-02 11:47:00,26.41,7.47,5.8
2024-01-02 11:48:00,26.99,7.79,6.29
2024-01-02 11:49:00,25.76,7.28,6.05
2024-01-02 11:50:00,26.93,7.59,6.96
2024-01-02 11:51:00,28.4,7.66,6.76
2024-01-02 11:52:00,27.09,7.24,5.92
2024-01-02 11:53:00,27.25,7.48,6.14
2024-01-02 11:54:00,26.06,7.45,6.31
2024-01-02 11:55:00,26.58,7.33,6.46
2024-01-02 11:56:00,26.77,8.19,7.0
2024-01-02 11:57:00,26.81,7.27,6.85
2024-01-02 11:58:00,28.09,7.8,6.53
2024-01-02 11:59:00,27.51,7.38,6.37
2024-01-02 12:00:00,29.68,7.17,5.61
2024-01-02 12:01:00,30.77,7.53,7.15
2024-01-02 12:02:00,30.97,7.69,6.28
2024-01-02 12:03:00,31.48,7.78,7.28
2024-01-02 12:04:00,31.83,7.97,6.6
2024-01-02 12:05:00,29.75,8.38,7.51
2024-01-02 12:06:00,29.92,7.58,6.8
2024-01-02 12:07:00,29.56,7.3,5.78
2024-01-02 12:08:00,30.38,7.64,6.19
2024-01-02 12:09:00,30.94,7.42,6.42
2024-01-02 12:10:00,31.36,7.78,6.06
2024-01-02 12:11:00,30.51,7.11,6.31
2024-01-02 12:12:00,30.31,8.21,5.82
2024-01-02 12:13:00,30.69,7.76,6.5
2024-01-02 12:14:00,29.9,7.0,6.62
2024-01-02 12:15:00,32.24,7.29,6.0
2024-01-02 12:16:00,29.28,7.74,7.47
2024-01-02 12:17:00,30.71,7.85,6.53
2024-01-02 12:18:00,32.18,7.12,6.09
2024-01-02 12:19:00,30.57,7.71,5.69
2024-01-02 12:20:00,30.41,7.0,6.53
2024-01-02 12:21:00,30.28,7.47,6.37
2024-01-02 12:22:00,30.42,7.83,6.89
2024-01-02 12:23:00,31.66,7.33,6.43
2024-01-02 12:24:00,28.79,7.05,5.9
2024-01-02 12:25:00,31.79,7.54,7.34
2024-01-02 12:26:00,29.42,7.32,6.72
2024-01-02 12:27:00,30.35,7.69,6.37
2024-01-02 12:28:00,30.22,7.23,6.58
2024-01-02 12:29:00,31.03,7.27,6.74
2024-01-02 12:30:00,29.28,7.0,5.79
2024-01-02 12:31:00,30.93,7.55,6.58
2024-01-02 12:32:00,32.18,7.45,6.27
2024-01-02 12:33:00,29.47,7.14,6.75
2024-01-02 12:34:00,30.71,7.56,6.13
2024-01-02 12:35:00,30.03,7.81,6.2
2024-01-02 12:36:00,30.9,7.44,7.33
2024-01-02 12:37:00,30.58,7.58,7.12
2024-01-02 12:38:00,30.05,7.58,4.85
2024-01-02 12:39:00,30.95,7.14,7.08
2024-01-02 12:40:00,32.0,8.12,6.46
2024-01-02 12:41:00,30.41,7.36,6.15
2024-01-02 12:42:00,31.14,7.7,6.0
2024-01-02 12:43:00,29.52,7.73,6.03
2024-01-02 12:44:00,29.79,7.46,6.16
2024-01-02 12:45:00,30.94,7.68,5.94
2024-01-02 12:46:00,31.75,7.57,5.82
2024-01-02 12:47:00,30.84,7.07,5.98
2024-01-02 12:48:00,30.31,7.4,6.66
2024-01-02 12:49:00,30.56,7.32,6.53
2024-01-02 12:50:00,29.56,7.36,6.78
2024-01-02 12:51:00,31.04,7.11,6.47
2024-01-02 12:52:00,31.26,7.84,5.85
2024-01-02 12:53:00,30.2,7.98,6.75
2024-01-02 12:54:00,30.18,7.79,6.0
2024-01-02 12:55:00,30.77,7.88,6.82
2024-01-02 12:56:00,30.21,7.4,5.92
2024-01-02 12:57:00,30.5,7.31,6.16
2024-01-02 12:58:00,32.24,7.27,6.32
2024-01-02 12:59:00,30.36,7.69,6.84
2024-01-02 13:00:00,30.27,7.57,6.59
2024-01-02 13:01:00,30.04,7.48,6.51
2024-01-02 13:02:00,31.15,7.89,7.44
2024-01-02 13:03:00,30.41,7.62,5.58
2024-01-02 13:04:00,30.04,7.25,5.98
2024-01-02 13:05:00,31.61,7.3,5.96
2024-01-02 13:06:00,31.69,7.7,5.61
2024-01-02 13:07:00,30.07,7.81,6.14
2024-01-02 13:08:00,29.06,7.67,6.84
2024-01-02 13:09:00,31.36,8.07,6.2
2024-01-02 13:10:00,30.01,7.99,6.33
2024-01-02 13:11:00,31.19,7.63,5.64
2024-01-02 13:12:00,28.98,7.25,6.1
2024-01-02 13:13:00,31.27,7.11,6.27
2024-01-02 13:14:00,29.58,7.38,6.82
2024-01-02 13:15:00,31.14,7.73,5.66
2024-01-02 13:16:00,30.56,8.05,6.27
2024-01-02 13:17:00,29.79,7.63,7.04
2024-01-02 13:18:00,30.23,7.85,6.28
2024-01-02 13:19:00,31.1,7.43,5.44
2024-01-02 13:20:00,30.64,7.69,7.14
2024-01-02 13:21:00,31.02,7.75,6.87
